disease	sampletype	gene_a	refseq_a	chr_a	position_a	gene_b	refseq_b	chr_b	position_b	Discordant_readcount	TARGET_CASE_ID	strand_a	strand_b
NBL	relapse	LOH12CR1	NM_058169	chr12	12513424	LOH12CR1	NM_058169	chr12	12519041	26	30-PATNKP	+	+
NBL	relapse	INHBC	NM_005538	chr12	57841392			chr12	58062078	46	30-PATNKP	+	-
NBL	relapse	INHBC	NM_005538	chr12	57842080	TSFM	NM_001172695	chr12	58189037	31	30-PATNKP	-	+
NBL	relapse			chr12	57847230	XRCC6BP1	NM_033276	chr12	58345742	204	30-PATNKP	+	-
NBL	relapse	GLI1	NM_001160045	chr12	57861549			chr12	58138431	190	30-PATNKP	+	+
NBL	relapse	ARHGAP9	NM_001080156	chr12	57866160	XRCC6BP1	NM_033276	chr12	58345139	127	30-PATNKP	+	-
NBL	relapse	ARHGAP9	NM_001080156	chr12	57869083			chr12	58715426	185	30-PATNKP	+	+
NBL	relapse	ARHGAP9	NM_001080156	chr12	57867871	AGAP2	NM_001122772	chr12	58129875	95	30-PATNKP	-	-
NBL	relapse			chr12	58029329	METTL21B	NM_015433	chr12	58172238	38	30-PATNKP	-	+
NBL	relapse			chr12	57878439	KIF5A	NM_004984	chr12	57963003	6	30-PATNKP	-	-
NBL	relapse			chr12	57880671	AGAP2	NM_001122772	chr12	58130265	35	30-PATNKP	-	-
NBL	relapse			chr12	57881046	SLC26A10	NM_133489	chr12	58015929	99	30-PATNKP	-	+
NBL	relapse			chr12	57881357	DDIT3	NM_001195053	chr12	57913246	98	30-PATNKP	+	+
NBL	relapse	MARS	NM_004990	chr12	57887060	KIF5A	NM_004984	chr12	57969278	179	30-PATNKP	+	+
NBL	relapse	MARS	NM_004990	chr12	57887745	AGAP2	NM_001122772	chr12	58122970	17	30-PATNKP	-	+
NBL	relapse	MARS	NM_004990	chr12	57887858	MARS	NM_004990	chr12	57905257	39	30-PATNKP	-	+
NBL	relapse	MARS	NM_004990	chr12	57890590	PIP4K2C	NM_001146258	chr12	57995559	71	30-PATNKP	-	+
NBL	relapse	MARS	NM_004990	chr12	57891917			chr12	59200602	161	30-PATNKP	+	-
NBL	relapse	MARS	NM_004990	chr12	57896582	TSFM	NM_001172695	chr12	58180061	14	30-PATNKP	+	+
NBL	relapse	MARS	NM_004990	chr12	57898986	AVIL	NM_006576	chr12	58197614	26	30-PATNKP	+	+
NBL	relapse	MARS	NM_004990	chr12	57902829	OS9	NM_001017956	chr12	58105919	4	30-PATNKP	+	+
NBL	relapse	DDIT3	NM_001195053	chr12	57913575			chr12	59037209	136	30-PATNKP	+	-
NBL	relapse	DDIT3	NM_001195053	chr12	57914292	OS9	NM_001017956	chr12	58104011	94	30-PATNKP	-	+
NBL	relapse	MBD6	NM_052897	chr12	57921584			chr12	58270928	104	30-PATNKP	-	+
NBL	relapse	MBD6	NM_052897	chr12	57922847	AGAP2	NM_001122772	chr12	58130860	185	30-PATNKP	+	-
NBL	relapse	DCTN2	NM_006400	chr12	57924993	METTL21B	NM_015433	chr12	58176273	8	30-PATNKP	-	-
NBL	relapse	DCTN2	NM_006400	chr12	57933151			chr12	59440617	227	30-PATNKP	+	+
NBL	relapse	DCTN2	NM_006400	chr12	57927003	PIP4K2C	NM_001146258	chr12	57992034	138	30-PATNKP	-	-
NBL	relapse	DCTN2	NM_006400	chr12	57930910	TSFM	NM_001172695	chr12	58186122	10	30-PATNKP	-	-
NBL	relapse	KIF5A	NM_004984	chr12	57946049			chr12	58253943	172	30-PATNKP	+	-
NBL	relapse	KIF5A	NM_004984	chr12	57949707	CTDSP2	NM_005730	chr12	58222220	4	30-PATNKP	+	+
NBL	relapse	KIF5A	NM_004984	chr12	57949708	XRCC6BP1	NM_033276	chr12	58343273	9	30-PATNKP	-	+
NBL	relapse	KIF5A	NM_004984	chr12	57961959	KIF5A	NM_004984	chr12	57962230	5	30-PATNKP	+	-
NBL	relapse	KIF5A	NM_004984	chr12	57962508	PIP4K2C	NM_001146258	chr12	57991998	264	30-PATNKP	-	-
NBL	relapse	KIF5A	NM_004984	chr12	57966888	TSFM	NM_001172695	chr12	58184895	29	30-PATNKP	+	-
NBL	relapse	PIP4K2C	NM_001146258	chr12	57990626			chr12	59623104	144	30-PATNKP	+	+
NBL	relapse	PIP4K2C	NM_001146258	chr12	57992353	XRCC6BP1	NM_033276	chr12	58347996	159	30-PATNKP	-	+
NBL	relapse	PIP4K2C	NM_001146258	chr12	57992354	METTL21B	NM_015433	chr12	58169159	52	30-PATNKP	-	-
NBL	relapse	ARHGEF25	NM_001111270	chr12	58010498			chr12	59623779	165	30-PATNKP	+	-
NBL	relapse	SLC26A10	NM_133489	chr12	58015720			chr12	58326154	56	30-PATNKP	+	+
NBL	relapse	B4GALNT1	NM_001478	chr12	58026149			chr12	59399976	14	30-PATNKP	+	+
NBL	relapse			chr12	59265791	LRIG3	NM_001136051	chr12	59271178	155	30-PATNKP	+	-
NBL	relapse	OS9	NM_001017956	chr12	58095578			chr12	59426191	126	30-PATNKP	+	-
NBL	relapse	OS9	NM_001017956	chr12	58101343	OS9	NM_001017956	chr12	58101731	33	30-PATNKP	-	+
NBL	relapse	OS9	NM_001017956	chr12	58112242	METTL21B	NM_015433	chr12	58169391	290	30-PATNKP	+	+
NBL	relapse	AGAP2	NM_001122772	chr12	58125612			chr12	59460074	100	30-PATNKP	-	-
NBL	relapse			chr12	58137891	TSFM	NM_001172695	chr12	58177089	128	30-PATNKP	+	-
NBL	relapse	CDK4	NM_000075	chr12	58145246			chr12	59337205	177	30-PATNKP	-	-
NBL	relapse	METTL1	NM_005371	chr12	58164304			chr12	59431038	138	30-PATNKP	-	-
NBL	relapse	METTL1	NM_005371	chr12	58164778	CTDSP2	NM_005730	chr12	58221535	57	30-PATNKP	-	-
NBL	relapse	METTL21B	NM_015433	chr12	58166446			chr12	59468731	134	30-PATNKP	-	-
NBL	relapse	METTL21B	NM_015433	chr12	58170959	CTDSP2	NM_005730	chr12	58234543	25	30-PATNKP	+	-
NBL	relapse	METTL21B	NM_015433	chr12	58172360	XRCC6BP1	NM_033276	chr12	58344129	4	30-PATNKP	-	-
NBL	relapse	METTL21B	NM_015433	chr12	58175333	AVIL	NM_006576	chr12	58204808	222	30-PATNKP	-	+
NBL	relapse	TSFM	NM_001172695	chr12	58196391			chr12	58498040	135	30-PATNKP	-	-
NBL	relapse	TSFM	NM_001172695	chr12	58177577	XRCC6BP1	NM_033276	chr12	58350151	113	30-PATNKP	+	+
NBL	relapse	TSFM	NM_001172695	chr12	58185081	TSFM	NM_001172695	chr12	58185752	5	30-PATNKP	+	-
NBL	relapse	TSFM	NM_001172695	chr12	58188868	CTDSP2	NM_005730	chr12	58224929	63	30-PATNKP	+	-
NBL	relapse	TSFM	NM_001172697	chr12	58194781	LRIG3	NM_001136051	chr12	59266214	130	30-PATNKP	-	+
NBL	relapse	AVIL	NM_006576	chr12	58200823			chr12	59459966	78	30-PATNKP	-	-
NBL	relapse	XRCC6BP1	NM_033276	chr12	58345964	LRIG3	NM_001136051	chr12	59286269	17	30-PATNKP	-	+
NBL	relapse	XRCC6BP1	NM_033276	chr12	58345978			chr12	59094121	50	30-PATNKP	+	-
NBL	relapse	LRIG3	NM_001136051	chr12	59293421			chr12	59328150	104	30-PATNKP	+	-
NBL	relapse			chr14	29364833	RALGAPA1	NM_014990	chr14	36222798	69	30-PATNKP	-	+
NBL	relapse			chr14	30581248	BRMS1L	NM_032352	chr14	36336221	23	30-PATNKP	-	-
NBL	relapse	GRAMD2	NM_001012642	chr15	72483093	SIPA1L3	NM_015073	chr19	38629971	90	30-PATNKP	+	+
NBL	relapse	CCDC101	NM_138414	chr16	28588251	CCDC101	NM_138414	chr16	28593750	65	30-PATNKP	+	-
NBL	relapse	KAT7	NM_007067	chr17	47901364	PITPNC1	NM_012417	chr17	65463357	56	30-PATNKP	-	+
NBL	relapse			chr18	41597266	MAPK4	NM_002747	chr18	48155071	19	30-PATNKP	-	-
NBL	relapse	MAPK4	NM_002747	chr18	48161563			chr18	51921215	12	30-PATNKP	+	-
NBL	relapse	ATRX	NM_000489	chrX	76926854	ATRX	NM_000489	chrX	76993031	26	30-PATNKP	+	+
NBL	diagnosis	SHANK2	NM_012309	chr11	70801368			chr11	73352735	4	30-PATYIL	+	+
NBL	diagnosis	SMG1	NM_015092	chr16	18847128	SMG1	NM_015092	chr16	18883948	13	30-PATYIL	-	+
NBL	relapse	DLG2	NM_001142699	chr11	84354321	DLG2	NM_001142699	chr11	84354545	3	30-PATYIL	-	+
NBL	relapse	DCLK1	NM_004734	chr13	36455693	DCLK1	NM_004734	chr13	36526719	16	30-PATYIL	+	+
NBL	relapse	MEG8	NR_024149	chr14	101370921			chr14	101615457	4	30-PATYIL	-	-
NBL	diagnosis	DNAJC25	NM_001015882	chr9	114393648			chr19	50637899	16	30-PAUDDK	-	-
NBL	relapse	SYCP1	NM_003176	chr1	115398916	ZNRF3	NM_032173	chr22	29315092	46	30-PAUDDK	-	-
NBL	relapse	RBMS3	NM_001003792	chr3	29670173	RBMS3	NM_001003792	chr3	29914858	6	30-PAUDDK	+	+
NBL	relapse	TTC28	NM_001145418	chr22	28954829	ZNRF3	NM_032173	chr22	29294268	16	30-PAUDDK	+	+
OS	diagnosis			chr1	118331947	SNX27	NM_030918	chr1	151647456	9	40-0A4I9K	-	+
OS	diagnosis			chr1	234676917	SMYD3	NM_001167740	chr1	246529358	82	40-0A4I9K	+	-
OS	diagnosis	SH3RF3	NM_001099289	chr2	110251564			chr3	131982176	3	40-0A4I9K	-	-
OS	diagnosis	PARD3B	NM_057177	chr2	206152076	TJP3	NM_014428	chr19	3729566	19	40-0A4I9K	+	-
OS	diagnosis	PARD3B	NM_057177	chr2	206371498	CCNYL1	NM_001142300	chr2	208592156	81	40-0A4I9K	-	+
OS	diagnosis			chr2	236077955	PTPRN2	NM_002847	chr7	158233974	3	40-0A4I9K	-	-
OS	diagnosis	EPHA6	NM_001080448	chr3	97047288	TBC1D23	NM_018309	chr3	100009474	44	40-0A4I9K	+	-
OS	diagnosis	EPHA6	NM_001080448	chr3	97098631			chr3	109689947	7	40-0A4I9K	-	-
OS	diagnosis	TBC1D23	NM_018309	chr3	100039457			chr3	103192336	9	40-0A4I9K	-	+
OS	diagnosis			chr3	109877869	GPR26	NM_153442	chr10	125449417	54	40-0A4I9K	-	-
OS	diagnosis			chr4	44148044	KCTD8	NM_198353	chr4	44237111	26	40-0A4I9K	-	+
OS	diagnosis	SLC10A4	NM_152679	chr4	48487825			chr4	123055690	9	40-0A4I9K	-	-
OS	diagnosis	SLC10A4	NM_152679	chr4	48487766	FREM1	NM_001177704	chr9	14777465	18	40-0A4I9K	+	+
OS	diagnosis	SLC10A4	NM_152679	chr4	48487934	ACSL1	NM_001995	chr4	185736026	28	40-0A4I9K	+	+
OS	diagnosis	FRYL	NM_015030	chr4	48520010	ACSL1	NM_001995	chr4	185739725	81	40-0A4I9K	-	-
OS	diagnosis			chr4	48929499	STPG2	NM_174952	chr4	98900232	16	40-0A4I9K	-	+
OS	diagnosis	CWH43	NM_025087	chr4	49062732			chr9	18037273	51	40-0A4I9K	+	+
OS	diagnosis			chr4	65946335	SORBS2	NM_001145670	chr4	186555581	22	40-0A4I9K	+	-
OS	diagnosis			chr9	21035436	MTAP	NM_002451	chr9	21807846	25	40-0A4I9K	-	-
OS	diagnosis			chr4	66098515	ACSL1	NM_001995	chr4	185741158	22	40-0A4I9K	-	+
OS	diagnosis			chr4	66122076	RFX3	NM_002919	chr9	3301096	55	40-0A4I9K	+	-
OS	diagnosis	YTHDC1	NM_001031732	chr4	69181290			chr4	98375729	12	40-0A4I9K	-	+
OS	diagnosis			chr4	69790002	FAT4	NM_024582	chr4	126362767	3	40-0A4I9K	-	+
OS	diagnosis	UGT2A3	NM_024743	chr4	69803763	TNIP3	NM_001128843	chr4	122106951	8	40-0A4I9K	+	-
OS	diagnosis	TNIP3	NM_001128843	chr4	122099662	KDM6B	NM_001080424	chr17	7751027	29	40-0A4I9K	-	-
OS	diagnosis			chr4	122977667	CLCN3	NM_001829	chr4	170555858	15	40-0A4I9K	-	+
OS	diagnosis	FAT4	NM_024582	chr4	126362990	SORBS2	NM_001145670	chr4	186567798	12	40-0A4I9K	-	+
OS	diagnosis	FAT4	NM_024582	chr4	126363455			chr4	143999080	41	40-0A4I9K	+	+
OS	diagnosis			chr4	144021470	ASB5	NM_080874	chr4	177174639	12	40-0A4I9K	+	-
OS	diagnosis			chr4	158122078	PALLD	NM_001166108	chr4	169561013	71	40-0A4I9K	-	+
OS	diagnosis	PALLD	NM_001166108	chr4	169574649			chr4	184357069	73	40-0A4I9K	+	+
OS	diagnosis	SPATA4	NM_144644	chr4	177107771	SORBS2	NM_001145670	chr4	186576387	5	40-0A4I9K	+	-
OS	diagnosis	ASB5	NM_080874	chr4	177178748	SORBS2	NM_001145670	chr4	186567890	16	40-0A4I9K	+	-
OS	diagnosis	LINC01098	NR_028342	chr4	178711327	ACSL1	NM_001995	chr4	185736541	85	40-0A4I9K	+	+
OS	diagnosis	ACSL1	NM_001995	chr4	185741162			chr9	12652263	12	40-0A4I9K	+	-
OS	diagnosis	SORBS2	NM_001145670	chr4	186576059			chr4	190558493	5	40-0A4I9K	-	-
OS	diagnosis			chr6	101686389	GRIK2	NM_001166247	chr6	102010777	22	40-0A4I9K	-	-
OS	diagnosis			chr6	120298215	TTC28	NM_001145418	chr22	29065771	12	40-0A4I9K	-	-
OS	diagnosis	SNTG1	NM_018967	chr8	51080960			chr8	76382988	7	40-0A4I9K	-	+
OS	diagnosis			chr10	19071635	ZNF37A	NM_001007094	chr10	38405899	20	40-0A4I9K	+	-
OS	diagnosis			chr11	104770912	SLC23A2	NM_005116	chr20	4890893	21	40-0A4I9K	+	-
OS	diagnosis	CASP5	NM_001136109	chr11	104893733			chr20	5211101	87	40-0A4I9K	-	-
OS	diagnosis	PPM1H	NM_020700	chr12	63312628			chr12	70238050	7	40-0A4I9K	-	+
OS	diagnosis	PLCB1	NM_015192	chr20	8297243	PLCB1	NM_015192	chr20	8789772	28	40-0A4I9K	+	+
OS	diagnosis			chr21	44682721	MPPED1	NM_001044370	chr22	43892754	3	40-0A4I9K	-	-
OS	diagnosis	XRCC6P5	NR_024608	chrX	98902550	XRCC6P5	NR_024608	chrX	98960699	11	40-0A4I9K	+	+
OS	diagnosis	FGF13	NM_001139498	chrX	138020647			chrX	152221161	6	40-0A4I9K	+	+
OS	diagnosis	FHAD1	NM_052929	chr1	15705516			chr19	29855784	10	40-PAKFVX	-	-
OS	diagnosis	CROCCP3	NR_023386	chr1	16809150			chr1	16823777	11	40-PAKFVX	+	+
OS	diagnosis	TRIM33	NM_015906	chr1	115022668			chr19	29855781	4	40-PAKFVX	-	+
OS	diagnosis			chr1	146573981	HYDIN	NM_017558	chr16	71105906	24	40-PAKFVX	+	+
OS	diagnosis			chr1	153101263	TBX19	NM_005149	chr1	168257514	10	40-PAKFVX	-	-
OS	diagnosis	PYHIN1	NM_152501	chr1	158936903	TBX19	NM_005149	chr1	168258662	24	40-PAKFVX	+	+
OS	diagnosis			chr1	159488296	LMX1A	NM_001174069	chr1	165266062	39	40-PAKFVX	-	-
OS	diagnosis	NOS1AP	NM_001164757	chr1	162257753	PBX1	NM_002585	chr1	164756444	52	40-PAKFVX	+	+
OS	diagnosis			chr1	164056905	LOC400794	NR_026744	chr1	165482658	60	40-PAKFVX	+	+
OS	diagnosis			chr1	164523781	PBX1	NM_002585	chr1	164604766	40	40-PAKFVX	-	-
OS	diagnosis	LMX1A	NM_001174069	chr1	165185833			chr2	91784667	28	40-PAKFVX	-	-
OS	diagnosis	POU2F1	NM_002697	chr1	167301715			chr1	173004912	10	40-PAKFVX	+	-
OS	diagnosis	CD247	NM_000734	chr1	167455178			chr1	172626001	81	40-PAKFVX	+	-
OS	diagnosis	TBX19	NM_005149	chr1	168259785	TNR	NM_003285	chr1	175417509	37	40-PAKFVX	+	+
OS	diagnosis			chr1	168964606	NME7	NM_013330	chr1	169165637	4	40-PAKFVX	+	+
OS	diagnosis			chr1	172619948	TNR	NM_003285	chr1	175419187	66	40-PAKFVX	+	-
OS	diagnosis	TNR	NM_003285	chr1	175417487	PAPPA2	NM_020318	chr1	176520596	32	40-PAKFVX	+	-
OS	diagnosis			chr1	200487572	C7	NM_000587	chr5	40912749	4	40-PAKFVX	+	+
OS	diagnosis	RNF144A	NM_014746	chr2	7058451	EML4	NM_001145076	chr2	42414749	25	40-PAKFVX	-	+
OS	diagnosis	ASAP2	NM_001135191	chr2	9387775			chr2	21967951	40	40-PAKFVX	+	+
OS	diagnosis	GRHL1	NM_198182	chr2	10116708			chr2	16075689	75	40-PAKFVX	-	+
OS	diagnosis	CYS1	NM_001037160	chr2	10203336			chr2	12325119	94	40-PAKFVX	-	+
OS	diagnosis	NBAS	NM_015909	chr2	15586152			chr2	16051251	60	40-PAKFVX	+	-
OS	diagnosis	MYCN	NM_005378	chr2	16083549			chr2	18715941	38	40-PAKFVX	-	-
OS	diagnosis	SDC1	NM_001006946	chr2	20412603			chr2	21967106	53	40-PAKFVX	+	-
OS	diagnosis			chr2	35806819	DHX57	NM_198963	chr2	39032101	3	40-PAKFVX	-	+
OS	diagnosis			chr2	35807441	TTL	NM_153712	chr2	113250899	9	40-PAKFVX	+	-
OS	diagnosis			chr2	37941180	RMDN2	NM_001170791	chr2	38242721	40	40-PAKFVX	-	+
OS	diagnosis	RMDN2	NM_001170791	chr2	38227493	RMDN2	NM_001170791	chr2	38242958	62	40-PAKFVX	+	-
OS	diagnosis	DHX57	NM_198963	chr2	39027774			chr2	119542426	56	40-PAKFVX	+	+
OS	diagnosis	DHX57	NM_198963	chr2	39032108	LINC01122	NR_033873	chr2	59287308	25	40-PAKFVX	+	+
OS	diagnosis	DHX57	NM_198963	chr2	39032184	MEIS1	NM_002398	chr2	66671336	22	40-PAKFVX	+	+
OS	diagnosis	EML4	NM_001145076	chr2	42493686			chr18	2324648	38	40-PAKFVX	+	-
OS	diagnosis	PPP1R21	NM_001135629	chr2	48703270			chr2	106126189	46	40-PAKFVX	-	-
OS	diagnosis	FSHR	NM_000145	chr2	49274224	MEIS1	NM_002398	chr2	66671302	15	40-PAKFVX	+	+
OS	diagnosis	NRXN1	NM_001135659	chr2	50842342	FGF13	NM_001139498	chrX	138011608	54	40-PAKFVX	-	-
OS	diagnosis	NRXN1	NM_001135659	chr2	50866364			chr19	28971091	17	40-PAKFVX	-	+
OS	diagnosis			chr2	52020440	ACTR3	NM_005721	chr2	114673940	39	40-PAKFVX	+	-
OS	diagnosis	PSME4	NM_014614	chr2	54170383			chr2	77772713	10	40-PAKFVX	-	+
OS	diagnosis			chr2	57616871	FANCL	NM_001114636	chr2	58425711	10	40-PAKFVX	-	-
OS	diagnosis	LINC01122	NR_033873	chr2	59287443			chr2	108384841	23	40-PAKFVX	+	-
OS	diagnosis	LINC01185	NR_033980	chr2	61093441			chr2	108426926	23	40-PAKFVX	+	-
OS	diagnosis			chr2	62775252	EHBP1	NM_001142614	chr2	63010436	8	40-PAKFVX	-	+
OS	diagnosis			chr2	119486269	FGF13	NM_001139498	chrX	137950898	12	40-PAKFVX	+	+
OS	diagnosis	EHBP1	NM_001142614	chr2	63011499			chr2	108390085	34	40-PAKFVX	-	+
OS	diagnosis	MEIS1	NM_002398	chr2	66671065			chrX	138294124	215	40-PAKFVX	-	+
OS	diagnosis	MEIS1	NM_002398	chr2	66731578	PAX8	NM_003466	chr2	113987712	13	40-PAKFVX	+	-
OS	diagnosis	MEIS1	NM_002398	chr2	66671361	MEIS1	NM_002398	chr2	66731634	44	40-PAKFVX	+	-
OS	diagnosis			chr2	76154946	HDLBP	NM_005336	chr2	242195301	69	40-PAKFVX	+	-
OS	diagnosis	LRRTM4	NM_001134745	chr2	77264515			chr19	29545968	451	40-PAKFVX	+	+
OS	diagnosis	LRRTM4	NM_001134745	chr2	77078208	CTNNA2	NM_001164883	chr2	80842576	160	40-PAKFVX	+	+
OS	diagnosis			chr2	84694662	VSTM2B	NM_001146339	chr19	30032097	52	40-PAKFVX	-	+
OS	diagnosis			chr19	29616965	TSHZ3	NM_020856	chr19	31813606	140	40-PAKFVX	+	+
OS	diagnosis	CTNNA2	NM_001164883	chr2	79743039			chr19	29692383	153	40-PAKFVX	+	+
OS	diagnosis			chr2	83149537	CHD6	NM_032221	chr20	40170184	128	40-PAKFVX	+	+
OS	diagnosis			chr19	29340648	ZNF536	NM_014717	chr19	30982436	67	40-PAKFVX	+	-
OS	diagnosis	SUCLG1	NM_003849	chr2	84685868			chrX	76282343	12	40-PAKFVX	-	-
OS	diagnosis	DNAH6	NM_001370	chr2	84952466			chrX	87483274	190	40-PAKFVX	-	+
OS	diagnosis	DNAH6	NM_001370	chr2	84959552	DACH2	NM_001139514	chrX	85564632	87	40-PAKFVX	+	-
OS	diagnosis	TCF7L1	NM_031283	chr2	85378387			chr19	32319210	125	40-PAKFVX	+	+
OS	diagnosis			chr2	86175564	RGS3	NM_130795	chr9	116308975	59	40-PAKFVX	-	+
OS	diagnosis	POLR1A	NM_015425	chr2	86320135			chr9	116435449	9	40-PAKFVX	+	-
OS	diagnosis	PTCD3	NM_017952	chr2	86360677	PTCD3	NM_017952	chr2	86360927	74	40-PAKFVX	-	+
OS	diagnosis			chr2	86658889	RNF103	NM_005667	chr2	86844828	20	40-PAKFVX	+	+
OS	diagnosis	NPAS2	NM_002518	chr2	101512231	FHL2	NM_001039492	chr2	106002116	203	40-PAKFVX	-	-
OS	diagnosis			chr2	106119587	DPP10	NM_001004360	chr2	116014097	8	40-PAKFVX	+	-
OS	diagnosis			chr2	106119605	PAX8	NM_003466	chr2	113987553	49	40-PAKFVX	+	+
OS	diagnosis	UXS1	NM_025076	chr2	106741089	EPB41L5	NM_001184937	chr2	120867446	65	40-PAKFVX	-	+
OS	diagnosis	UXS1	NM_025076	chr2	106808466			chrX	138585009	41	40-PAKFVX	+	-
OS	diagnosis			chr2	108064463	EPB41L5	NM_001184937	chr2	120867962	57	40-PAKFVX	+	-
OS	diagnosis			chr2	108427187	PLEKHF1	NM_024310	chr19	30164301	78	40-PAKFVX	+	-
OS	diagnosis	SH3RF3	NM_001099289	chr2	110251392			chr13	31417664	4	40-PAKFVX	-	+
OS	diagnosis	TTL	NM_153712	chr2	113251071			chr19	32461172	46	40-PAKFVX	+	-
OS	diagnosis	PAX8	NM_003466	chr2	113988140			chr19	30277454	3	40-PAKFVX	-	-
OS	diagnosis			chr2	132890566	RALGAPB	NM_020336	chr20	37142495	9	40-PAKFVX	+	+
OS	diagnosis			chr5	26026135	OXCT1	NM_000436	chr5	41832345	104	40-PAKFVX	+	-
OS	diagnosis			chr2	195516871	PRR4	NM_001098538	chr12	11297962	28	40-PAKFVX	+	-
OS	diagnosis			chr2	196274162	HECW2	NM_020760	chr2	197366753	23	40-PAKFVX	+	-
OS	diagnosis			chr2	196281231	SPATS2L	NM_001100422	chr2	201247923	26	40-PAKFVX	-	-
OS	diagnosis	DNAH7	NM_018897	chr2	196843806			chr19	29018302	12	40-PAKFVX	+	+
OS	diagnosis	SF3B1	NM_012433	chr2	198279930	RFTN2	NM_144629	chr2	198521438	44	40-PAKFVX	+	+
OS	diagnosis	PLCL1	NM_006226	chr2	198841248	YBX3	NM_001145426	chr12	10863616	60	40-PAKFVX	+	+
OS	diagnosis	SGOL2	NM_001160033	chr2	201391538	MARCH11	NM_001102562	chr5	16111030	252	40-PAKFVX	+	-
OS	diagnosis			chr2	207086486	ARHGAP20	NM_020809	chr11	110537978	84	40-PAKFVX	-	-
OS	diagnosis			chr2	207087786	PPM1H	NM_020700	chr12	63060476	38	40-PAKFVX	+	+
OS	diagnosis	BARD1	NM_000465	chr2	215668573			chr19	29855784	7	40-PAKFVX	+	-
OS	diagnosis	DIRC3	NR_026597	chr2	218524016			chr2	225126490	95	40-PAKFVX	+	-
OS	diagnosis			chr2	222465146	EYA2	NM_005244	chr20	45783364	31	40-PAKFVX	-	+
OS	diagnosis			chr2	242889748	MROH1	NM_001099280	chr8	145243188	38	40-PAKFVX	+	-
OS	diagnosis	CMSS1	NM_001167924	chr3	99835066			chr3	106078803	6	40-PAKFVX	+	-
OS	diagnosis	CD96	NM_005816	chr3	111275065			chr10	124566944	3	40-PAKFVX	+	-
OS	diagnosis	SLC35A5	NM_017945	chr3	112283776			chr19	29855780	3	40-PAKFVX	+	+
OS	diagnosis			chr3	112876521	CFAP44	NM_001164496	chr3	113091708	68	40-PAKFVX	+	+
OS	diagnosis	TMEM108	NM_001136469	chr3	133083589	ABTB2	NM_145804	chr11	34342962	45	40-PAKFVX	-	+
OS	diagnosis	TMEM108	NM_001136469	chr3	133083597			chr3	177284293	44	40-PAKFVX	-	+
OS	diagnosis	GK5	NM_001039547	chr3	141913529			chr11	109532057	39	40-PAKFVX	-	-
OS	diagnosis			chr3	145668305	PAK1	NM_001128620	chr11	77114958	41	40-PAKFVX	-	+
OS	diagnosis	PLOD2	NM_000935	chr3	145796050			chr11	45821804	55	40-PAKFVX	+	+
OS	diagnosis	NAALADL2	NM_207015	chr3	175466775	NAALADL2	NM_207015	chr3	175468879	12	40-PAKFVX	-	+
OS	diagnosis	LMLN	NM_001136049	chr3	197702299	UBN2	NM_173569	chr7	138982929	8	40-PAKFVX	+	-
OS	diagnosis	TBC1D19	NM_018317	chr4	26619981	TBC1D19	NM_018317	chr4	26675361	54	40-PAKFVX	-	-
OS	diagnosis	IGFBP7	NM_001553	chr4	57948911			chr4	58110489	43	40-PAKFVX	-	-
OS	diagnosis	CAMK2D	NM_001221	chr4	114407838	CAMK2D	NM_001221	chr4	114466959	38	40-PAKFVX	+	+
OS	diagnosis	LOC728613	NR_003713	chr5	1605229	PPM1H	NM_020700	chr12	63058489	26	40-PAKFVX	-	+
OS	diagnosis	LOC728613	NR_003713	chr5	1607919	MARCH11	NM_001102562	chr5	16105978	102	40-PAKFVX	+	+
OS	diagnosis	GUSBP1	NR_027026	chr5	21510269			chr5	44945646	7	40-PAKFVX	+	-
OS	diagnosis	CDH12	NM_004061	chr5	22627474			chr5	44944442	23	40-PAKFVX	+	+
OS	diagnosis	PRLR	NM_000949	chr5	35177455			chr19	29855784	6	40-PAKFVX	+	-
OS	diagnosis	NIPBL	NM_015384	chr5	36896407	CHST8	NM_001127895	chr19	34143976	96	40-PAKFVX	-	-
OS	diagnosis	NIPBL	NM_015384	chr5	36981283			chr12	125207814	53	40-PAKFVX	-	-
OS	diagnosis	NUP155	NM_004298	chr5	37313480	HCN1	NM_021072	chr5	45473761	13	40-PAKFVX	-	-
OS	diagnosis	WDR70	NM_018034	chr5	37720830			chr5	39723360	76	40-PAKFVX	-	-
OS	diagnosis	EGFLAM	NM_152403	chr5	38369766			chr11	1727819	45	40-PAKFVX	-	-
OS	diagnosis	TTC33	NM_012382	chr5	40724961			chr8	62006429	17	40-PAKFVX	+	+
OS	diagnosis	C7	NM_000587	chr5	40912325			chr11	4729321	34	40-PAKFVX	+	+
OS	diagnosis	OXCT1	NM_000436	chr5	41826898	DGKZ	NM_201532	chr11	46359373	379	40-PAKFVX	-	+
OS	diagnosis	SERINC5	NM_001174071	chr5	79486516	SERINC5	NM_001174071	chr5	79505078	51	40-PAKFVX	+	+
OS	diagnosis	JADE2	NM_015288	chr5	133909887			chr19	28010978	146	40-PAKFVX	+	+
OS	diagnosis			chr6	7050723	RREB1	NM_001003698	chr6	7182410	67	40-PAKFVX	+	+
OS	diagnosis	KHDRBS2	NM_152688	chr6	62721822			chr17	47338457	53	40-PAKFVX	-	-
OS	diagnosis	EYS	NM_001142800	chr6	64454506	EYS	NM_001142800	chr6	64505391	233	40-PAKFVX	+	+
